(15.206, 5.012)
(16.085, 4.386)
(16.497, 3.706)
(16.532, 3.026)
(16.287, 2.364)
(15.784, 1.722)
(14.971, 1.112)
(13.786, 0.581)
(12.243, 0.193)
(10.468, 0.0)
(8.649, 0.01)
(6.939, 0.182)
(6.502, 0.259)
(5.88, 0.275)
(4.308, 0.478)
(2.902, 0.816)
(1.721, 1.26)
(0.838, 1.795)
(0.358, 2.397)
(0.358, 2.449)
(0.0, 3.026)
(0.204, 3.758)
(1.038, 4.418)
(1.065, 4.429)
(0.694, 4.872)
(0.534, 5.483)
(0.563, 6.061)
(0.677, 6.626)
(0.914, 7.21)
(1.421, 7.81)
(2.343, 8.373)
(3.71, 8.811)
(5.401, 9.051)
(5.76, 9.055)
(6.123, 9.507)
(6.793, 10.036)
(7.776, 10.51)
(9.082, 10.87)
(10.617, 11.068)
(12.226, 11.095)
(13.782, 10.979)
(15.235, 10.764)
(16.595, 10.472)
(17.857, 10.097)
(18.933, 9.618)
(19.658, 9.036)
(19.867, 8.392)
(19.499, 7.761)
(18.646, 7.218)
(17.503, 6.794)
(16.262, 6.47)
(15.006, 6.2)
(14.599, 6.124)
(14.623, 6.061)
(14.402, 5.437)
(14.303, 5.348)
