(32.105, 3.163)
(30.128, 2.275)
(27.932, 1.48)
(25.412, 0.784)
(22.475, 0.257)
(19.184, 0.0)
(15.78, 0.081)
(12.566, 0.496)
(9.76, 1.179)
(7.437, 2.048)
(5.584, 3.047)
(4.237, 4.16)
(3.549, 5.37)
(3.746, 6.619)
(4.528, 7.373)
(3.299, 7.996)
(2.04, 8.855)
(1.03, 9.748)
(0.29, 10.707)
(0.0, 11.75)
(0.41, 12.838)
(1.691, 13.873)
(3.831, 14.734)
(6.621, 15.321)
(9.741, 15.594)
(12.886, 15.572)
(15.849, 15.309)
(18.525, 14.859)
(20.869, 14.257)
(22.831, 13.52)
(23.475, 13.154)
(23.585, 13.198)
(26.456, 14.054)
(29.923, 14.643)
(33.767, 14.774)
(37.459, 14.406)
(40.594, 13.697)
(43.236, 12.881)
(45.785, 12.069)
(48.456, 11.179)
(50.896, 10.057)
(52.329, 8.67)
(52.125, 7.184)
(50.266, 5.853)
(47.308, 4.841)
(43.94, 4.147)
(40.556, 3.671)
(37.196, 3.344)
(33.767, 3.175)
(32.155, 3.194)
