(22.052, 9.239)
(22.291, 11.054)
(21.855, 12.848)
(20.767, 14.398)
(19.279, 15.606)
(17.653, 16.539)
(16.001, 17.306)
(14.292, 17.922)
(12.49, 18.298)
(10.63, 18.35)
(8.786, 18.073)
(7.011, 17.513)
(5.352, 16.684)
(3.916, 15.549)
(2.873, 14.109)
(2.33, 12.476)
(2.19, 10.825)
(2.182, 9.239)
(2.089, 7.636)
(1.977, 5.878)
(2.19, 3.986)
(3.076, 2.236)
(4.687, 0.997)
(6.725, 0.446)
(8.79, 0.417)
(10.674, 0.56)
(12.443, 0.643)
(14.234, 0.74)
(16.03, 1.118)
(17.636, 1.96)
(18.878, 3.203)
(19.793, 4.627)
(20.583, 6.076)
(21.378, 7.578)
