(68.758, 1.944)
(64.206, 0.833)
(58.767, 0.158)
(52.927, 0.0)
(47.237, 0.363)
(42.177, 1.175)
(38.044, 2.315)
(34.92, 3.655)
(32.72, 5.096)
(31.306, 6.59)
(30.598, 8.127)
(30.646, 9.711)
(30.704, 9.807)
(29.871, 9.534)
(25.575, 8.669)
(20.499, 8.214)
(15.146, 8.29)
(10.152, 8.904)
(6.037, 9.948)
(3.044, 11.26)
(1.141, 12.692)
(0.169, 14.15)
(0.0, 15.595)
(0.609, 17.009)
(2.044, 18.363)
(4.333, 19.611)
(7.434, 20.698)
(11.245, 21.58)
(15.642, 22.222)
(20.499, 22.582)
(25.63, 22.598)
(30.72, 22.205)
(31.937, 21.984)
(33.627, 22.366)
(38.841, 22.907)
(44.292, 22.959)
(49.496, 22.569)
(54.125, 21.828)
(58.015, 20.828)
(61.105, 19.644)
(63.374, 18.33)
(64.813, 16.927)
(65.417, 15.468)
(65.322, 14.873)
(69.019, 14.216)
(72.862, 13.156)
(75.916, 11.842)
(77.943, 10.323)
(78.745, 8.682)
(78.213, 7.021)
(76.365, 5.454)
(73.348, 4.086)
(72.953, 3.977)
(72.124, 3.359)
