(19.227, 1.362)
(17.657, 0.762)
(15.686, 0.313)
(13.439, 0.055)
(11.091, 0.0)
(8.787, 0.124)
(6.609, 0.394)
(4.586, 0.789)
(2.769, 1.312)
(1.278, 1.968)
(0.298, 2.746)
(0.0, 3.592)
(0.445, 4.428)
(1.542, 5.173)
(3.092, 5.785)
(4.888, 6.266)
(6.574, 6.597)
(6.204, 7.097)
(6.021, 8.01)
(6.488, 8.945)
(7.755, 9.81)
(9.769, 10.494)
(9.865, 10.511)
(9.859, 10.518)
(9.529, 11.354)
(9.644, 12.206)
(10.25, 13.052)
(11.395, 13.852)
(13.088, 14.552)
(15.27, 15.093)
(17.808, 15.422)
(20.51, 15.508)
(23.162, 15.348)
(25.577, 14.97)
(27.622, 14.419)
(29.237, 13.746)
(30.411, 12.992)
(31.16, 12.189)
(31.49, 11.354)
(31.375, 10.501)
(30.769, 9.655)
(30.073, 9.169)
(31.484, 9.128)
(34.019, 8.77)
(36.189, 8.214)
(37.95, 7.529)
(39.241, 6.744)
(39.918, 5.883)
(39.867, 5.007)
(39.164, 4.19)
(38.076, 3.463)
(36.847, 2.787)
(35.478, 2.106)
(33.746, 1.439)
(31.469, 0.909)
(28.747, 0.671)
(25.955, 0.802)
(23.475, 1.244)
(21.462, 1.867)
(20.559, 2.26)
(20.362, 2.058)
