(6.629, 0.762)
(5.851, 0.233)
(4.967, 0.0)
(4.079, 0.058)
(3.26, 0.334)
(2.529, 0.739)
(1.86, 1.22)
(1.23, 1.782)
(0.659, 2.47)
(0.218, 3.312)
(0.0, 4.282)
(0.069, 5.29)
(0.422, 6.22)
(0.994, 6.99)
(1.695, 7.572)
(2.457, 7.99)
(3.251, 8.273)
(4.079, 8.418)
(4.93, 8.388)
(5.573, 8.19)
(5.841, 8.572)
(6.492, 9.23)
(7.294, 9.724)
(7.389, 9.749)
(7.46, 10.298)
(7.811, 11.093)
(8.38, 11.727)
(9.092, 12.141)
(9.862, 12.338)
(10.634, 12.359)
(11.386, 12.237)
(12.106, 11.978)
(12.768, 11.56)
(13.319, 10.972)
(13.7, 10.24)
(13.878, 9.43)
(13.87, 8.615)
(13.727, 7.838)
(13.497, 7.097)
(13.19, 6.372)
(12.771, 5.667)
(12.27, 5.123)
(12.148, 4.311)
(11.784, 3.406)
(11.243, 2.639)
(10.585, 2.024)
(9.854, 1.546)
(9.066, 1.178)
(8.212, 0.925)
(7.286, 0.838)
(6.757, 0.927)
