(6.915, 8.255)
(6.911, 8.444)
(7.149, 9.696)
(7.612, 10.843)
(8.259, 11.853)
(9.058, 12.712)
(9.989, 13.401)
(11.037, 13.893)
(12.176, 14.148)
(13.363, 14.12)
(14.53, 13.779)
(15.594, 13.121)
(16.469, 12.18)
(17.087, 11.025)
(17.412, 9.748)
(17.442, 8.444)
(17.204, 7.191)
(16.74, 6.045)
(16.094, 5.034)
(15.295, 4.176)
(14.364, 3.487)
(13.316, 2.995)
(13.236, 2.977)
(12.967, 2.38)
(12.335, 1.629)
(11.605, 1.065)
(10.838, 0.64)
(10.042, 0.317)
(9.196, 0.117)
(8.306, 0.107)
(7.429, 0.358)
(7.224, 0.498)
(7.198, 0.477)
(6.181, 0.124)
(5.182, 0.011)
(4.237, 0.0)
(3.306, 0.079)
(2.392, 0.351)
(1.581, 0.897)
(0.962, 1.68)
(0.542, 2.588)
(0.254, 3.538)
(0.056, 4.53)
(0.0, 5.586)
(0.193, 6.656)
(0.687, 7.619)
(1.428, 8.374)
(2.306, 8.906)
(3.248, 9.259)
(4.237, 9.431)
(5.242, 9.336)
(6.16, 8.889)
(6.805, 8.186)
