(22.245, 2.769)
(20.353, 1.786)
(18.218, 0.951)
(15.788, 0.323)
(13.1, 0.0)
(10.3, 0.057)
(7.593, 0.511)
(5.157, 1.315)
(3.105, 2.399)
(1.502, 3.7)
(0.427, 5.168)
(0.0, 6.745)
(0.337, 8.333)
(1.474, 9.797)
(3.299, 11.005)
(5.578, 11.887)
(7.536, 12.338)
(7.399, 12.607)
(7.324, 14.681)
(8.308, 16.724)
(10.305, 18.556)
(13.118, 20.039)
(16.492, 21.095)
(20.185, 21.694)
(21.367, 21.735)
(21.482, 22.049)
(22.249, 23.579)
(23.394, 25.109)
(25.149, 26.555)
(27.611, 27.747)
(30.661, 28.519)
(34.024, 28.781)
(37.399, 28.55)
(40.571, 27.9)
(43.408, 26.903)
(45.79, 25.603)
(47.549, 24.039)
(48.492, 22.288)
(48.5, 20.488)
(47.627, 18.795)
(46.103, 17.317)
(44.216, 16.057)
(42.143, 14.938)
(39.856, 13.886)
(39.397, 13.72)
(39.761, 12.607)
(39.847, 10.634)
(39.241, 8.603)
(37.74, 6.629)
(35.241, 4.916)
(31.864, 3.693)
(27.961, 3.122)
(23.99, 3.224)
(23.149, 3.374)
