(30.079, 6.602)
(32.237, 6.482)
(34.282, 6.246)
(36.176, 5.895)
(37.812, 5.415)
(39.026, 4.812)
(39.665, 4.124)
(39.682, 3.414)
(39.17, 2.74)
(38.295, 2.13)
(37.192, 1.573)
(35.883, 1.052)
(34.291, 0.575)
(32.341, 0.198)
(30.079, 0.0)
(27.713, 0.049)
(25.541, 0.356)
(23.815, 0.864)
(23.605, 0.973)
(21.917, 0.806)
(19.402, 0.739)
(16.911, 0.84)
(14.522, 1.094)
(12.298, 1.491)
(10.325, 2.033)
(8.726, 2.713)
(8.593, 2.809)
(7.254, 2.875)
(4.989, 3.21)
(3.108, 3.714)
(1.691, 4.33)
(0.735, 5.006)
(0.188, 5.707)
(0.0, 6.414)
(0.152, 7.125)
(0.673, 7.832)
(1.625, 8.516)
(3.056, 9.136)
(4.959, 9.639)
(7.246, 9.966)
(9.743, 10.076)
(12.233, 9.954)
(14.498, 9.619)
(16.379, 9.115)
(17.796, 8.498)
(18.707, 7.855)
(19.402, 7.822)
(21.687, 7.631)
(23.926, 7.431)
(26.284, 7.183)
(28.684, 6.784)
(29.313, 6.595)
