(101.704, 8.802)
(101.406, 9.759)
(100.644, 10.68)
(99.492, 11.543)
(98.061, 12.337)
(96.468, 13.066)
(94.806, 13.748)
(93.12, 14.404)
(91.405, 15.05)
(89.611, 15.687)
(87.671, 16.298)
(85.53, 16.851)
(83.167, 17.304)
(80.61, 17.617)
(77.929, 17.765)
(75.219, 17.743)
(72.568, 17.569)
(70.036, 17.277)
(67.639, 16.91)
(65.35, 16.506)
(63.119, 16.086)
(60.895, 15.654)
(58.657, 15.195)
(56.429, 14.682)
(54.286, 14.088)
(52.337, 13.394)
(50.704, 12.596)
(49.494, 11.707)
(48.771, 10.756)
(48.548, 9.776)
(48.787, 8.802)
(49.413, 7.859)
(50.335, 6.964)
(51.471, 6.12)
(52.756, 5.326)
(54.155, 4.575)
(55.66, 3.863)
(57.278, 3.188)
(59.023, 2.551)
(60.911, 1.958)
(62.951, 1.417)
(65.144, 0.938)
(67.486, 0.53)
(69.962, 0.207)
(72.551, -0.019)
(75.219, -0.132)
(77.918, -0.123)
(80.591, 0.017)
(83.181, 0.286)
(85.634, 0.672)
(87.917, 1.158)
(90.022, 1.721)
(91.963, 2.339)
(93.772, 2.996)
(95.474, 3.687)
(97.079, 4.415)
(98.561, 5.19)
(99.855, 6.02)
(100.872, 6.907)
(101.514, 7.842)
