(53.802, 16.187)
(59.819, 15.786)
(65.403, 15.11)
(70.783, 14.278)
(75.98, 13.206)
(80.368, 11.75)
(82.988, 9.927)
(83.322, 7.945)
(81.697, 6.051)
(78.888, 4.352)
(75.383, 2.826)
(71.113, 1.489)
(65.877, 0.487)
(59.899, 0.0)
(53.802, 0.044)
(48.035, 0.429)
(42.465, 0.943)
(36.716, 1.572)
(30.941, 2.522)
(26.158, 3.985)
(25.27, 4.661)
(20.234, 4.588)
(13.813, 5.02)
(8.062, 6.016)
(3.649, 7.493)
(0.966, 9.27)
(0.0, 11.14)
(0.409, 12.949)
(1.767, 14.638)
(3.81, 16.22)
(6.545, 17.717)
(10.159, 19.099)
(14.802, 20.266)
(20.408, 21.083)
(26.649, 21.435)
(33.039, 21.275)
(39.088, 20.631)
(44.416, 19.575)
(48.758, 18.193)
(51.911, 16.567)
(52.316, 16.163)
