(17.852, 7.04)
(17.635, 7.851)
(17.379, 8.635)
(17.098, 9.411)
(16.779, 10.194)
(16.391, 10.989)
(15.895, 11.78)
(15.258, 12.539)
(14.466, 13.231)
(13.526, 13.823)
(12.46, 14.289)
(11.299, 14.613)
(10.077, 14.783)
(8.83, 14.787)
(7.601, 14.614)
(6.44, 14.258)
(5.397, 13.728)
(4.516, 13.05)
(3.82, 12.269)
(3.296, 11.439)
(2.904, 10.607)
(2.586, 9.801)
(2.288, 9.023)
(1.984, 8.251)
(1.688, 7.455)
(1.452, 6.614)
(1.343, 5.73)
(1.424, 4.829)
(1.73, 3.95)
(2.255, 3.136)
(2.962, 2.415)
(3.799, 1.794)
(4.72, 1.264)
(5.695, 0.808)
(6.714, 0.417)
(7.781, 0.094)
(8.899, -0.141)
(10.059, -0.264)
(11.242, -0.252)
(12.416, -0.09)
(13.547, 0.22)
(14.602, 0.67)
(15.555, 1.244)
(16.381, 1.925)
(17.055, 2.696)
(17.558, 3.536)
(17.877, 4.418)
(18.014, 5.313)
(17.993, 6.193)
