(51.334, 3.739)
(51.23, 4.11)
(51.069, 4.48)
(50.836, 4.849)
(50.512, 5.22)
(50.069, 5.587)
(49.488, 5.944)
(48.759, 6.286)
(47.881, 6.604)
(46.862, 6.891)
(45.718, 7.142)
(44.465, 7.353)
(43.124, 7.519)
(41.715, 7.637)
(40.262, 7.704)
(38.788, 7.717)
(37.322, 7.676)
(35.889, 7.582)
(34.516, 7.437)
(33.223, 7.245)
(32.03, 7.012)
(30.952, 6.742)
(30.004, 6.44)
(29.201, 6.111)
(28.556, 5.76)
(28.075, 5.394)
(27.758, 5.02)
(27.59, 4.646)
(27.543, 4.277)
(27.578, 3.917)
(27.654, 3.563)
(27.737, 3.211)
(27.815, 2.851)
(27.902, 2.475)
(28.039, 2.08)
(28.285, 1.668)
(28.707, 1.251)
(29.358, 0.849)
(30.264, 0.486)
(31.417, 0.186)
(32.772, -0.033)
(34.259, -0.162)
(35.802, -0.206)
(37.331, -0.178)
(38.801, -0.1)
(40.197, 0.008)
(41.527, 0.129)
(42.814, 0.256)
(44.08, 0.388)
(45.332, 0.537)
(46.556, 0.713)
(47.717, 0.929)
(48.767, 1.191)
(49.659, 1.498)
(50.362, 1.843)
(50.864, 2.213)
(51.178, 2.597)
(51.336, 2.983)
(51.377, 3.364)
