(42.261, 19.069)
(48.023, 19.256)
(53.665, 18.87)
(58.775, 17.977)
(63.081, 16.688)
(66.464, 15.127)
(68.924, 13.392)
(70.51, 11.547)
(71.235, 9.628)
(71.041, 7.664)
(69.809, 5.705)
(67.421, 3.844)
(63.845, 2.21)
(59.202, 0.949)
(53.786, 0.188)
(48.023, 0.0)
(42.382, 0.387)
(37.271, 1.28)
(32.966, 2.568)
(29.583, 4.13)
(27.432, 5.646)
(24.046, 5.407)
(19.41, 5.274)
(14.582, 5.522)
(9.954, 6.263)
(5.922, 7.466)
(2.739, 9.033)
(0.648, 10.873)
(0.0, 12.87)
(1.081, 14.83)
(3.769, 16.521)
(7.454, 17.818)
(11.412, 18.794)
(15.332, 19.636)
(19.434, 20.426)
(24.046, 21.008)
(29.066, 21.094)
(33.895, 20.517)
(37.929, 19.38)
(39.469, 18.676)
