(37.411, 5.084)
(37.575, 5.652)
(37.678, 6.247)
(37.665, 6.867)
(37.474, 7.503)
(37.05, 8.128)
(36.359, 8.713)
(35.403, 9.221)
(34.215, 9.625)
(32.86, 9.905)
(31.413, 10.059)
(29.95, 10.101)
(28.529, 10.053)
(27.183, 9.945)
(25.916, 9.805)
(24.711, 9.653)
(23.541, 9.495)
(22.382, 9.329)
(21.222, 9.14)
(20.069, 8.912)
(18.948, 8.628)
(17.897, 8.278)
(16.956, 7.86)
(16.161, 7.38)
(15.533, 6.849)
(15.081, 6.28)
(14.804, 5.688)
(14.693, 5.084)
(14.74, 4.477)
(14.945, 3.874)
(15.307, 3.284)
(15.834, 2.716)
(16.527, 2.184)
(17.381, 1.7)
(18.38, 1.275)
(19.5, 0.92)
(20.708, 0.636)
(21.972, 0.42)
(23.265, 0.266)
(24.57, 0.166)
(25.882, 0.111)
(27.199, 0.102)
(28.519, 0.142)
(29.832, 0.241)
(31.119, 0.409)
(32.345, 0.656)
(33.47, 0.985)
(34.454, 1.39)
(35.27, 1.858)
(35.91, 2.37)
(36.388, 2.906)
(36.737, 3.45)
(37.001, 3.992)
(37.219, 4.535)
