(24.181, 11.017)
(24.028, 12.291)
(23.693, 13.521)
(23.196, 14.681)
(22.565, 15.752)
(21.828, 16.725)
(21.009, 17.596)
(20.132, 18.37)
(19.213, 19.054)
(18.261, 19.653)
(17.282, 20.175)
(16.276, 20.62)
(15.245, 20.987)
(14.187, 21.269)
(13.106, 21.457)
(12.006, 21.541)
(10.897, 21.511)
(9.792, 21.359)
(8.705, 21.083)
(7.65, 20.682)
(6.643, 20.163)
(5.694, 19.533)
(4.812, 18.801)
(4.005, 17.98)
(3.277, 17.079)
(2.632, 16.106)
(2.073, 15.068)
(1.609, 13.971)
(1.248, 12.821)
(1.002, 11.627)
(0.885, 10.401)
(0.911, 9.158)
(1.091, 7.921)
(1.435, 6.714)
(1.943, 5.566)
(2.609, 4.506)
(3.419, 3.562)
(4.352, 2.754)
(5.381, 2.098)
(6.473, 1.597)
(7.601, 1.248)
(8.735, 1.038)
(9.857, 0.946)
(10.954, 0.95)
(12.02, 1.027)
(13.06, 1.158)
(14.082, 1.331)
(15.098, 1.541)
(16.118, 1.794)
(17.148, 2.105)
(18.185, 2.49)
(19.22, 2.972)
(20.233, 3.57)
(21.196, 4.298)
(22.076, 5.162)
(22.84, 6.157)
(23.454, 7.268)
(23.892, 8.47)
(24.137, 9.732)
