(17.269, 10.618)
(18.924, 10.277)
(20.561, 9.798)
(22.102, 9.093)
(23.306, 8.098)
(23.895, 6.875)
(23.774, 5.602)
(23.109, 4.449)
(22.201, 3.462)
(21.248, 2.567)
(20.222, 1.689)
(18.965, 0.869)
(17.382, 0.255)
(15.558, 0.0)
(13.697, 0.15)
(11.986, 0.64)
(10.508, 1.367)
(9.293, 2.26)
(8.381, 3.29)
(8.305, 3.45)
(6.371, 3.581)
(4.503, 4.043)
(2.873, 4.795)
(1.574, 5.776)
(0.657, 6.913)
(0.136, 8.137)
(0.0, 9.392)
(0.231, 10.632)
(0.816, 11.82)
(1.746, 12.917)
(3.01, 13.874)
(4.58, 14.635)
(6.393, 15.139)
(8.354, 15.337)
(10.337, 15.203)
(12.205, 14.741)
(13.835, 13.989)
(15.134, 13.009)
(16.051, 11.871)
(16.548, 10.704)
