(144.082, 9.479)
(144.269, 10.524)
(143.988, 11.575)
(143.223, 12.607)
(141.981, 13.596)
(140.293, 14.522)
(138.21, 15.365)
(135.794, 16.113)
(133.116, 16.757)
(130.242, 17.297)
(127.232, 17.733)
(124.137, 18.069)
(120.995, 18.311)
(117.836, 18.463)
(114.683, 18.53)
(111.552, 18.514)
(108.461, 18.418)
(105.422, 18.244)
(102.45, 17.993)
(99.557, 17.667)
(96.756, 17.267)
(94.06, 16.796)
(91.484, 16.253)
(89.045, 15.638)
(86.769, 14.951)
(84.689, 14.193)
(82.847, 13.363)
(81.289, 12.468)
(80.068, 11.513)
(79.232, 10.512)
(78.822, 9.479)
(78.864, 8.435)
(79.366, 7.4)
(80.316, 6.395)
(81.684, 5.438)
(83.426, 4.545)
(85.491, 3.725)
(87.825, 2.987)
(90.376, 2.333)
(93.104, 1.763)
(95.973, 1.279)
(98.956, 0.882)
(102.031, 0.574)
(105.174, 0.36)
(108.358, 0.244)
(111.552, 0.229)
(114.721, 0.318)
(117.827, 0.509)
(120.834, 0.798)
(123.715, 1.178)
(126.449, 1.639)
(129.028, 2.17)
(131.45, 2.764)
(133.72, 3.414)
(135.839, 4.117)
(137.801, 4.874)
(139.585, 5.687)
(141.157, 6.556)
(142.47, 7.482)
(143.464, 8.46)
