(18.713, 11.899)
(20.049, 10.825)
(21.193, 9.63)
(22.097, 8.281)
(22.625, 6.775)
(22.616, 5.182)
(21.983, 3.639)
(20.769, 2.3)
(19.126, 1.267)
(17.239, 0.562)
(15.244, 0.151)
(13.207, 0.0)
(11.158, 0.115)
(9.16, 0.539)
(7.336, 1.312)
(5.846, 2.419)
(4.814, 3.776)
(4.274, 5.262)
(4.173, 6.775)
(4.351, 7.825)
(3.809, 8.047)
(2.109, 9.037)
(0.745, 10.329)
(0.0, 11.887)
(0.044, 13.53)
(0.789, 15.039)
(1.944, 16.302)
(3.217, 17.367)
(4.51, 18.361)
(5.929, 19.342)
(7.642, 20.225)
(9.701, 20.814)
(11.975, 20.923)
(14.202, 20.467)
(16.106, 19.49)
(17.483, 18.136)
(18.258, 16.588)
(18.489, 15.019)
(18.338, 13.53)
(18.019, 12.317)
