(68.867, 16.415)
(68.731, 18.482)
(68.031, 20.501)
(66.761, 22.394)
(64.98, 24.091)
(62.8, 25.547)
(60.364, 26.754)
(57.812, 27.742)
(55.25, 28.568)
(52.728, 29.301)
(50.239, 29.998)
(47.73, 30.691)
(45.128, 31.375)
(42.364, 32.005)
(39.404, 32.507)
(36.264, 32.791)
(33.016, 32.768)
(29.785, 32.368)
(26.727, 31.557)
(24.003, 30.347)
(21.744, 28.795)
(20.025, 26.991)
(18.841, 25.045)
(18.116, 23.056)
(17.72, 21.096)
(17.509, 19.194)
(17.372, 17.338)
(17.266, 15.487)
(17.235, 13.603)
(17.393, 11.669)
(17.892, 9.71)
(18.87, 7.795)
(20.404, 6.024)
(22.483, 4.494)
(25.009, 3.277)
(27.831, 2.393)
(30.787, 1.81)
(33.751, 1.455)
(36.66, 1.245)
(39.514, 1.114)
(42.354, 1.036)
(45.226, 1.035)
(48.145, 1.165)
(51.084, 1.495)
(53.973, 2.081)
(56.721, 2.947)
(59.248, 4.082)
(61.503, 5.446)
(63.471, 6.992)
(65.16, 8.679)
(66.578, 10.479)
(67.708, 12.378)
(68.498, 14.365)
