(158.443, 13.779)
(156.511, 15.944)
(154.175, 17.966)
(151.655, 19.925)
(148.764, 21.868)
(145.123, 23.75)
(140.443, 25.44)
(134.703, 26.784)
(128.146, 27.671)
(121.146, 28.065)
(114.064, 27.992)
(107.169, 27.509)
(100.639, 26.67)
(94.618, 25.507)
(89.268, 24.04)
(84.792, 22.293)
(81.404, 20.31)
(79.257, 18.168)
(78.352, 15.962)
(78.504, 13.779)
(79.398, 11.653)
(80.756, 9.561)
(82.526, 7.45)
(84.96, 5.308)
(88.482, 3.232)
(93.413, 1.435)
(99.692, 0.168)
(106.825, -0.404)
(114.098, -0.299)
(120.949, 0.283)
(127.247, 1.07)
(133.256, 1.873)
(139.318, 2.691)
(145.463, 3.684)
(151.231, 5.049)
(155.845, 6.876)
(158.628, 9.081)
(159.375, 11.454)
