(153.649, 10.768)
(153.414, 12.316)
(152.52, 13.848)
(150.987, 15.341)
(148.842, 16.777)
(146.086, 18.13)
(142.69, 19.36)
(138.631, 20.399)
(133.963, 21.158)
(128.869, 21.559)
(123.65, 21.572)
(118.631, 21.242)
(114.025, 20.683)
(109.835, 20.039)
(105.865, 19.419)
(101.845, 18.851)
(97.615, 18.274)
(93.261, 17.571)
(89.128, 16.636)
(85.685, 15.424)
(83.318, 13.977)
(82.175, 12.39)
(82.131, 10.768)
(82.9, 9.179)
(84.217, 7.641)
(85.975, 6.153)
(88.247, 4.726)
(91.188, 3.41)
(94.886, 2.288)
(99.26, 1.441)
(104.072, 0.903)
(109.027, 0.646)
(113.904, 0.594)
(118.631, 0.661)
(123.263, 0.799)
(127.883, 1.018)
(132.502, 1.369)
(137.015, 1.916)
(141.228, 2.698)
(144.942, 3.713)
(148.022, 4.923)
(150.421, 6.276)
(152.148, 7.723)
(153.223, 9.229)
