(13.633, 8.717)
(15.8, 8.751)
(17.843, 8.456)
(19.583, 7.929)
(21.004, 7.29)
(22.217, 6.613)
(23.33, 5.897)
(24.327, 5.089)
(25.03, 4.153)
(25.193, 3.123)
(24.649, 2.105)
(23.417, 1.233)
(21.692, 0.602)
(19.738, 0.222)
(17.752, 0.043)
(15.8, 0.0)
(13.863, 0.074)
(11.94, 0.301)
(10.125, 0.733)
(8.599, 1.393)
(7.537, 2.241)
(7.341, 2.595)
(5.576, 2.719)
(3.883, 3.019)
(2.386, 3.496)
(1.197, 4.134)
(0.407, 4.888)
(0.03, 5.695)
(0.0, 6.501)
(0.217, 7.286)
(0.627, 8.062)
(1.269, 8.84)
(2.247, 9.589)
(3.638, 10.226)
(5.407, 10.637)
(7.371, 10.734)
(9.27, 10.5)
(10.881, 10.004)
(12.117, 9.361)
(13.035, 8.672)
(13.093, 8.617)
