(18.665, 6.606)
(18.482, 5.015)
(17.864, 3.47)
(16.709, 2.094)
(15.044, 1.057)
(13.08, 0.436)
(11.059, 0.142)
(9.066, 0.014)
(7.029, 0.0)
(4.919, 0.232)
(2.922, 0.903)
(1.364, 2.06)
(0.45, 3.535)
(0.086, 5.089)
(0.0, 6.606)
(0.042, 8.131)
(0.353, 9.712)
(1.224, 11.235)
(2.781, 12.44)
(4.828, 13.12)
(5.443, 13.17)
(5.72, 14.197)
(6.612, 15.573)
(7.872, 16.733)
(9.386, 17.653)
(11.067, 18.337)
(12.866, 18.795)
(14.754, 19.022)
(16.703, 18.992)
(18.654, 18.665)
(20.505, 18.008)
(22.116, 17.016)
(23.339, 15.731)
(24.054, 14.242)
(24.2, 12.671)
(23.788, 11.144)
(22.896, 9.768)
(21.637, 8.608)
(20.123, 7.688)
(18.607, 7.071)
