(102.552, 8.678)
(102.631, 9.672)
(102.336, 10.67)
(101.656, 11.655)
(100.592, 12.607)
(99.16, 13.508)
(97.386, 14.342)
(95.305, 15.096)
(92.957, 15.756)
(90.387, 16.316)
(87.64, 16.767)
(84.76, 17.107)
(81.79, 17.332)
(78.772, 17.441)
(75.75, 17.433)
(72.762, 17.31)
(69.852, 17.073)
(67.058, 16.726)
(64.418, 16.276)
(61.966, 15.731)
(59.73, 15.1)
(57.732, 14.393)
(55.986, 13.623)
(54.5, 12.8)
(53.276, 11.934)
(52.314, 11.034)
(51.613, 10.107)
(51.175, 9.158)
(51.008, 8.194)
(51.124, 7.221)
(51.538, 6.246)
(52.271, 5.28)
(53.338, 4.338)
(54.752, 3.435)
(56.514, 2.591)
(58.611, 1.827)
(61.014, 1.163)
(63.681, 0.616)
(66.554, 0.2)
(69.568, -0.076)
(72.652, -0.209)
(75.739, -0.204)
(78.768, -0.067)
(81.689, 0.187)
(84.468, 0.545)
(87.083, 0.993)
(89.523, 1.515)
(91.785, 2.103)
(93.87, 2.749)
(95.777, 3.449)
(97.498, 4.202)
(99.02, 5.005)
(100.318, 5.859)
(101.362, 6.76)
(102.118, 7.703)
