(13.586, 0.116)
(11.962, 0.0)
(10.372, 0.053)
(8.908, 0.22)
(7.551, 0.443)
(6.22, 0.704)
(4.871, 1.033)
(3.587, 1.481)
(2.581, 2.078)
(2.104, 2.79)
(2.314, 3.527)
(3.178, 4.178)
(4.493, 4.668)
(5.996, 4.988)
(6.378, 5.038)
(6.283, 5.145)
(5.452, 5.15)
(4.028, 5.221)
(2.589, 5.416)
(1.319, 5.782)
(0.422, 6.304)
(0.0, 6.914)
(0.013, 7.537)
(0.37, 8.126)
(1.017, 8.655)
(1.933, 9.096)
(3.062, 9.421)
(4.294, 9.632)
(5.54, 9.77)
(6.813, 9.886)
(8.203, 9.977)
(9.739, 9.971)
(11.27, 9.776)
(12.51, 9.357)
(13.232, 8.775)
(13.25, 8.714)
(14.561, 8.716)
(16.167, 8.519)
(17.532, 8.129)
(18.51, 7.595)
(19.062, 6.991)
(19.235, 6.467)
(20.102, 6.514)
(21.743, 6.373)
(23.116, 5.984)
(24.049, 5.432)
(24.592, 4.831)
(24.906, 4.239)
(25.07, 3.65)
(25.001, 3.053)
(24.57, 2.474)
(23.756, 1.962)
(22.666, 1.543)
(21.414, 1.201)
(20.023, 0.925)
(18.47, 0.753)
(16.825, 0.763)
(16.22, 0.858)
(15.085, 0.423)
