(51.646, 7.956)
(51.615, 8.965)
(51.404, 9.986)
(50.956, 11.015)
(50.212, 12.032)
(49.126, 13.007)
(47.68, 13.9)
(45.896, 14.669)
(43.826, 15.283)
(41.547, 15.72)
(39.147, 15.977)
(36.703, 16.06)
(34.278, 15.989)
(31.912, 15.783)
(29.627, 15.459)
(27.438, 15.025)
(25.364, 14.483)
(23.435, 13.829)
(21.702, 13.06)
(20.227, 12.18)
(19.077, 11.2)
(18.309, 10.147)
(17.956, 9.053)
(18.02, 7.956)
(18.467, 6.891)
(19.239, 5.884)
(20.264, 4.946)
(21.476, 4.078)
(22.829, 3.269)
(24.305, 2.507)
(25.917, 1.785)
(27.693, 1.11)
(29.666, 0.502)
(31.852, -0.004)
(34.235, -0.363)
(36.761, -0.533)
(39.337, -0.481)
(41.848, -0.193)
(44.174, 0.323)
(46.214, 1.037)
(47.902, 1.904)
(49.216, 2.871)
(50.179, 3.889)
(50.843, 4.919)
(51.275, 5.942)
(51.532, 6.952)
